Cluster 2.5,Depth,ID,Session,cluster 1.0
3,935.2964851,335,3,4
1,965.5300039,337,3,2
3,990.3209061,339,3,4
2,1027.14295,342,3,3
3,1036.531122,344,3,2
3,1069.569297,352,3,4
3,1095.020473,353,3,8
3,1124.629655,357,3,4
2,1163.200618,359,3,3
1,1189.130654,361,3,2
0,1220.326573,363,3,7
4,-794.9859141,371,3,6
4,-794.2691512,372,3,6
2,-585.1746225,376,3,3
0,-551.0023407,377,3,7
2,-472.4921038,378,3,3
4,-408.051801,379,3,6
2,-347.9722849,380,3,2
0,-326.3178383,381,3,7
0,-290.6216547,382,3,1
0,-307.8754431,384,3,7
2,-248.7621712,386,3,3
2,-176.7241908,388,3,3
1,-66.05423101,389,3,2
1,54.59879615,390,3,2
3,49.3827775,391,3,4
0,51.17815381,392,3,5
2,47.50889672,393,3,2
3,78.82072923,394,3,4
3,94.39218702,395,3,8
3,134.5578863,396,3,4
3,174.8039797,397,3,4
2,198.3285238,398,3,3
1,196.1535776,399,3,2
4,240.8036793,400,3,6
4,226.5755696,401,3,6
1,261.7257235,403,3,2
1,284.8527407,404,3,2
0,323.0185871,406,3,7
1,376.0600983,408,3,2
4,515.05354,409,3,6
0,574.2230141,410,3,1
1,566.2704335,411,3,2
3,590.5527715,412,3,4
1,642.9357473,413,3,2
3,743.2941917,415,3,4
3,743.5739948,417,3,4
1,744.0837745,418,3,2
1,754.4246594,419,3,2
3,793.6130677,420,3,8
0,855.6588142,422,3,1
2,1156.165532,425,3,3
0,-317.8692619,430,3,7
3,-297.9820288,432,3,4
0,44.12175285,434,3,5
1,201.5213566,435,3,8
3,555.6674327,436,3,8
1,596.7664411,437,3,2
3,797.3438738,439,3,8
1,-409.3399582,441,3,2
3,-692.8565998,3,4,8
3,-692.8973621,12,4,4
3,-655.0494007,18,4,4
3,-629.2721567,23,4,4
0,-617.5673781,31,4,7
3,-588.6126498,34,4,4
1,-554.3349448,40,4,2
3,-552.1813074,41,4,8
1,-543.53273,47,4,2
1,-521.1980385,50,4,2
1,-533.7249372,51,4,2
3,-530,52,4,4
3,-482.6735753,62,4,8
0,-477.0530968,65,4,0
3,-475.0239637,67,4,4
2,-469.5868643,68,4,3
0,-431.5121145,73,4,5
0,-417.0034358,75,4,7
0,-418.4064009,76,4,7
3,-429.003152,80,4,8
0,-393.0433628,84,4,7
0,-400.4046823,86,4,5
0,-310.8955696,106,4,0
0,-305.2679449,108,4,0
4,-301.3862801,116,4,6
4,-265.1797425,120,4,6
4,-243.0730444,124,4,6
4,-280.4390851,125,4,6
4,-265.1473454,126,4,6
1,-258.4858947,127,4,2
4,-249.8298319,132,4,6
4,-246.2424475,133,4,6
4,-250.3166213,135,4,6
1,-188.5504907,143,4,2
0,-190,146,4,7
0,-196.7016195,147,4,5
0,-193.8164077,148,4,7
0,-180.6437612,149,4,7
0,-168.9847536,151,4,7
0,-170.6859059,152,4,7
2,-155.0837571,158,4,2
4,-154.2918227,160,4,6
0,-139.5945371,165,4,8
1,-128.7011521,171,4,8
1,-90.97630161,178,4,2
3,-104.2458214,179,4,4
0,-111.839352,181,4,5
1,-112.7910261,182,4,2
4,-94.54766697,193,4,6
0,-56.46745105,194,4,1
3,-72.47339422,195,4,4
3,-49.36041824,197,4,4
4,-89.13000574,199,4,6
3,-42.34038558,200,4,4
3,-49.30720708,201,4,8
0,-51.86530009,202,4,0
3,-30.50575025,204,4,4
1,-23.40519217,206,4,2
4,11.14953599,208,4,6
0,5.09267006,211,4,1
3,28.84208342,214,4,8
1,54.29998486,216,4,2
4,79.05847703,217,4,6
3,70,220,4,4
0,67.39742004,223,4,7
2,115.6207783,227,4,3
3,86.35634548,229,4,8
2,146.7010292,235,4,3
2,125.4931776,236,4,3
3,166.7547826,239,4,4
2,152.5769584,240,4,3
0,176.8186713,244,4,1
2,156.1252398,245,4,3
2,224.0233545,252,4,3
0,210.0909491,253,4,7
2,255.8733113,264,4,3
4,355.1029067,276,4,6
4,430,289,4,6
4,435.1399065,290,4,6
4,494.2545418,300,4,6
4,556.693003,314,4,6
4,613.4253646,323,4,6
4,635.5158398,326,4,6
2,819.307192,352,4,3
0,944.775116,363,4,7
0,924.1102409,364,4,1
0,948.306177,365,4,7
0,962.10512,366,4,1
2,983.9249791,377,4,3
2,1029.624731,391,4,3
0,1060.48197,394,4,1
4,1154.53237,411,4,6
0,1215.386447,426,4,1
0,1227.235999,430,4,1
1,1233.936384,440,4,2
2,1275.188424,443,4,3
3,1332.446271,449,4,8
3,1341.076138,457,4,8
4,1450,472,4,6
4,1467.704015,477,4,6
4,1490,483,4,6
0,1497.185311,484,4,1
0,1600.267261,505,4,7
1,1615.586495,507,4,2
1,1635.809756,520,4,2
0,1743.319009,533,4,7
2,1822.88726,548,4,3
1,1853.437966,552,4,2
3,-541.2391726,581,4,4
1,-495.1899734,583,4,2
0,-431.9421562,584,4,0
1,-320.4491277,589,4,2
0,-292.0783564,590,4,5
2,-283.2873589,591,4,4
0,-250,595,4,1
3,-187.7978797,596,4,4
1,-180.6055955,597,4,2
0,-182.9906176,598,4,5
0,-189.5812685,599,4,1
0,-186.4751982,600,4,0
0,-164.0755398,601,4,0
0,-168.5269929,602,4,5
1,-139.2821052,603,4,2
1,-121.1198456,604,4,2
1,-123.7348018,605,4,2
0,-130.1433881,606,4,5
0,-119.4140571,607,4,0
4,-70,610,4,6
0,-87.41919069,611,4,1
2,-65.98621812,613,4,2
3,-43.50070239,614,4,8
2,-25.37292343,615,4,2
1,-31.3272007,616,4,2
0,-31.98244878,617,4,7
1,41.43458927,619,4,2
4,85.11204743,620,4,6
2,154.1960646,621,4,3
4,377.8817142,624,4,6
4,610,631,4,6
2,818.6806222,635,4,3
2,980.9421319,637,4,3
4,1233.245405,639,4,6
3,1306.557925,646,4,8
1,1446.082351,651,4,2
4,1479.138711,652,4,6
2,-486.3853782,656,4,3
3,-296.5199208,659,4,8
2,-33.97342913,660,4,3
2,821.4875514,664,4,3
2,875.3640082,665,4,3
0,-313.2469019,687,4,0
4,-246.8036858,688,4,6
3,-122.7682755,689,4,8
3,-117.9546174,691,4,8
0,-136.6841164,709,4,0
4,610,712,4,6
0,1197.44911,713,4,1
0,-492.5059747,0,5,7
2,-516.5845977,5,5,3
3,-517.5522279,9,5,4
3,-530,10,5,2
3,-510.1412761,14,5,3
1,-503.3250065,20,5,2
2,-485.5638019,21,5,3
3,-426.6095253,23,5,8
0,-392.2562701,28,5,7
1,-470.4711576,30,5,2
4,-435.9340995,33,5,6
0,-433.119739,36,5,5
3,-411.0275371,37,5,4
1,-419.1486367,40,5,2
0,-419.3009127,42,5,7
0,-426.7169604,46,5,0
1,-413.9462262,47,5,2
0,-373.7183077,55,5,1
3,-365.9760452,56,5,4
4,-310.7020828,57,5,6
0,-331.5267654,63,5,5
0,-325.9623041,65,5,1
4,-300.5534366,68,5,6
0,-325.556318,69,5,1
0,-288.083231,72,5,0
1,-269.5443931,75,5,2
4,-264.6104847,78,5,6
1,-228.8798663,79,5,2
0,-196.0827593,80,5,5
0,-185.361055,82,5,1
0,-190,83,5,0
1,-149.1638017,85,5,2
0,-157.8507578,86,5,5
0,-110.0247473,92,5,5
0,-88.51968656,98,5,5
3,-98.85963032,99,5,4
1,-71.23535548,102,5,2
0,-89.55426555,103,5,5
1,-83.40669121,105,5,2
0,-72.29419657,106,5,5
0,-89.06693294,107,5,7
3,-61.18336508,109,5,4
0,-63.17605139,120,5,5
3,-63.27437431,121,5,4
1,-24.04604174,125,5,2
4,-30,126,5,6
3,-15.11940576,132,5,4
0,-42.98741767,133,5,5
1,-9.034918622,135,5,2
2,14.57260081,138,5,4
3,13.25217622,139,5,8
0,-7.872147849,140,5,5
3,3.479256618,143,5,3
0,42.55033557,145,5,1
3,65.11416924,149,5,3
0,73.05535707,151,5,7
4,135.397231,155,5,6
4,140.1173317,159,5,6
2,182.9028956,164,5,3
2,223.0545652,170,5,3
3,239.1573269,171,5,8
0,238.2923315,172,5,5
0,247.6002608,173,5,1
3,266.5066598,174,5,4
0,288.1845773,176,5,1
2,304.7205319,177,5,3
2,361.4091837,180,5,3
4,576.8236964,194,5,6
4,718.5488437,206,5,6
4,764.9269277,211,5,6
4,850,218,5,6
4,842.9605074,219,5,6
4,930,225,5,6
0,1161.401149,238,5,1
4,1149.24398,239,5,6
2,1146.371495,240,5,3
4,1148.140142,242,5,6
2,1199.254934,245,5,3
0,1200.010094,246,5,7
2,1238.391393,247,5,3
2,1299.702706,255,5,3
1,1348.858868,263,5,2
0,1368.691136,264,5,7
0,1368.051802,269,5,7
0,1427.167081,270,5,1
3,1436.132643,282,5,8
0,1475.530491,283,5,5
4,1510,288,5,6
4,1499.673588,289,5,6
3,1525.637774,294,5,8
3,1550.005307,296,5,4
3,1579.450122,301,5,8
1,1571.351182,303,5,2
4,1595.658888,306,5,6
0,1610,310,5,1
3,1626.785061,314,5,8
0,1623.084594,317,5,0
4,1645.547401,322,5,6
0,1669.64886,326,5,5
3,1670,327,5,8
0,1663.435975,329,5,0
0,1679.685364,331,5,5
1,1712.151464,334,5,2
0,1770,345,5,7
4,1865.630725,356,5,6
4,1836.01963,360,5,6
4,1880.081495,367,5,6
0,1957.366266,383,5,5
4,1947.316258,384,5,6
0,1954.170471,385,5,5
4,1963.971572,389,5,6
4,1960.344969,396,5,6
3,1999.256832,401,5,4
0,2076.297141,418,5,7
0,2097.628931,428,5,7
3,2139.736784,435,5,2
2,2138.505441,439,5,3
4,2156.535925,442,5,6
0,2150,444,5,5
1,2166.756424,445,5,2
0,2169.194537,450,5,5
3,2194.136193,451,5,8
3,2183.954835,453,5,8
4,2172.351192,454,5,8
3,2195.014048,458,5,8
0,2194.914853,459,5,1
1,2204.147138,461,5,2
0,2256.339988,479,5,5
0,2290,488,5,7
3,2467.434226,501,5,8
1,2489.330333,503,5,2
0,2727.708352,522,5,1
0,2750,525,5,1
0,2727.160143,527,5,1
0,-438.4810495,540,5,7
0,-349.1448449,541,5,7
3,-360.7674051,542,5,4
0,-331.6558222,543,5,1
0,-198.5833994,545,5,7
1,-149.3802825,547,5,2
4,-117.167164,549,5,6
3,-87.67240311,553,5,8
3,-60.06953892,555,5,4
1,-56.34110807,556,5,2
1,-63.52503597,558,5,2
3,-27.76852078,559,5,8
2,11.57719321,560,5,4
2,30.65208906,562,5,2
4,132.8825892,564,5,6
1,197.9824026,566,5,2
2,304.8350471,567,5,3
2,307.207845,568,5,3
2,1290.83371,579,5,3
0,1456.251914,582,5,1
3,1624.178754,589,5,8
0,1661.421472,597,5,1
0,1665.001657,598,5,0
0,1688.361197,599,5,5
0,1690.61375,600,5,5
0,1742.22525,601,5,7
0,1740.669632,602,5,1
4,1864.841734,605,5,6
4,1835.89739,606,5,6
4,1958.853558,609,5,6
0,1977.055854,611,5,1
3,2231.05079,619,5,4
0,2284.829705,620,5,7
0,2510,622,5,7
0,2727.848923,624,5,1
0,2728.158608,625,5,7
0,2720.203291,626,5,7
3,-143.9177015,629,5,4
3,9.855719595,633,5,4
2,0.060809992,634,5,4
3,33.62408563,635,5,8
3,1614.516789,643,5,4
0,1663.308033,647,5,1
1,11.14392559,652,5,2
0,-394.8300869,657,5,7
4,134.2105006,661,5,6
0,1370.255282,665,5,7
4,1510,666,5,6
4,1963.960485,672,5,6
4,1968.985952,673,5,6
1,-196.0743119,674,5,2
0,1330.057592,676,5,5
