Cluster 2.5,Depth,ID,Session,Orientation Index,Orientation Cicular Variance,Direction Index,Direction Cicular Variance,Orientation tuning fit_R2,Orientation tuning BandWidth,SimpleComplexIndex,Vis Responsive,umap_x,umap_y,cluster 1.0,depth_scaled
4,-613.4253646,323,4,0.201510842,0.926036721,0.801216376,0.649676907,0.516149578,5.709032505,0.1,0,-2.026898384,6.571669579,6,-819.8876397
4,-635.5158398,326,4,0.545982277,0.744058253,0.584956488,0.725491464,0.793406943,11.74193859,1.111231078,0,-0.854708612,5.668426514,6,-850.5369061
2,-819.307192,352,4,0.324406461,0.828567544,0.582219319,0.884425783,0.616656721,6.765798975,0.351195135,0,11.6303091,1.408817649,3,
0,-944.775116,363,4,0.570733824,0.654471535,0.778548695,0.676576382,0.917593946,8.925962499,NaN,0,-1.885129571,8.898359299,7,
0,-924.1102409,364,4,0.439088623,0.944318275,0.76162692,0.727054067,0.541448016,5.375532148,1.388783076,0,0.564709842,8.06061554,1,
0,-948.306177,365,4,0.138321148,0.93371996,0.264806548,0.861146895,0.64635771,13.3200956,1.014301346,0,-1.544010997,10.45824242,7,
0,-962.10512,366,4,0.063808818,0.948519461,0.351647194,0.924240816,0.361921997,10.52043243,0.307211303,0,0.616428792,10.49692822,1,
2,-983.9249791,377,4,0.051887538,0.906802561,0.235854745,0.939361085,0.323067221,5.602406918,0.664140969,0,10.1653614,2.146414518,3,
2,-1029.624731,391,4,0.252219167,0.895792791,0.388070742,0.930408616,0.806984131,9.936137232,0.771824768,0,11.14940643,2.983493567,3,
0,-1060.48197,394,4,0.407000561,0.910286554,0.295773746,0.852899384,0.572482894,6.776059482,0.947077756,0,-0.514849484,7.912575722,1,
4,-1154.53237,411,4,0.031531915,0.935688873,0.487779075,0.912863159,0.805405658,90,0.252296809,0,0.262913704,6.921538353,6,
0,-1215.386447,426,4,0.473770934,0.726511744,0.385939157,0.860731945,0.742900454,90,0.395091456,0,-0.05343147,9.331867218,1,
0,-1227.235999,430,4,0.431291899,0.800640055,0.319561557,0.979141689,0.752083128,20.12917554,0.340033271,0,0.140085787,7.845228195,1,
1,-1233.936384,440,4,0.846725878,0.500211304,0.85559992,0.496996125,0.985001561,7.476621117,0.229557028,0,8.121970177,8.577649117,2,
2,-1275.188424,443,4,0.954532374,0.16246599,0.985852709,0.157410384,0.998211429,7.21492582,1.19370294,0,10.53979015,3.223841667,3,
3,-1332.446271,449,4,0.512756,0.724441719,0.550193885,0.864750114,0.956499333,8.254364058,0.64572975,0,5.522303581,6.022859097,8,
3,-1341.076138,457,4,0.547910362,0.794323615,0.476068903,0.892318454,0.608889079,7.211153476,0.73267254,0,5.197590351,6.801431656,8,
4,-1450,472,4,0.484648405,0.784860016,0.650119294,0.733999125,0.59372727,6.208369093,1.000203415,0,-1.843690634,6.723492146,6,
4,-1467.704015,477,4,0.026643005,0.96850732,0.240916272,0.933707086,0.772425214,13.44968144,0.104936339,0,-0.322741956,6.061062336,6,
4,-1490,483,4,0.410852999,0.854767051,0.617204307,0.848393556,0.980371834,7.561396077,0.19290823,0,-0.80375886,5.675498962,6,
0,-1497.185311,484,4,0.099783258,0.982846814,0.59234033,0.891435944,0.422763783,5.623609528,0.905191937,0,-0.173757806,11.60563946,1,
0,-1600.267261,505,4,0.075019511,0.844088236,0.845663693,0.761993243,0.535967175,6.932151194,1.514575717,0,-1.273597121,10.30730629,7,
1,-1615.586495,507,4,0.590853906,0.873018025,0.647919299,0.945249896,0.658379687,6.409243859,0.45044227,0,6.511497974,9.210546494,2,
1,-1635.809756,520,4,0.044911728,0.893080757,0.185626957,0.921356294,0.290130347,6.983876632,0.57053259,0,3.955234528,11.39397812,2,
0,-1743.319009,533,4,0.437124569,0.904089666,0.839237634,0.786033618,0.876097732,6.425356695,1.27213282,0,-2.317929029,10.02306843,7,
2,-1822.88726,548,4,0.487850988,0.848801742,0.652967825,0.687097608,0.80016084,18.37512523,0.235831596,0,11.77628803,1.601068616,3,
1,-1853.437966,552,4,0.153496233,0.86186934,0.212051704,0.910526304,0.311760572,5.729997621,1.039900178,0,7.307060242,9.035223007,2,
3,541.2391726,581,4,0.871718817,0.384433173,0.091418559,0.95178426,0.948065365,17.36337318,1.386857033,1,6.528150082,4.979933262,4,475.6637519
1,495.1899734,583,4,0.181984319,0.913446206,0.345583142,0.858607564,0.755615552,7.163497951,1.093447983,1,9.363110542,7.634633064,2,434.450082
0,431.9421562,584,4,0.900570607,0.423036616,0.984458936,0.148137217,0.956690935,36.09188454,0.576477561,1,-0.86265111,10.55308342,0,377.8437847
1,320.4491277,589,4,0.709111825,0.535018543,0.089171236,0.926844508,0.99708202,11.06484995,1.005037837,1,3.524862766,10.59203625,2,279.9170565
0,292.0783564,590,4,0.386070747,0.778921967,0.492802893,0.782645767,0.927115573,17.22965753,1.301334198,1,1.833966494,8.056542397,5,254.2361814
2,283.2873589,591,4,0.156722072,0.919828644,0.197660956,0.953613313,0.867967482,19.56051992,0.852286286,1,10.45440578,5.040904045,4,246.278678
0,250,595,4,0.638118661,0.592257724,0.506160731,0.676614442,0.970703264,14.54972391,1.171720886,1,-0.047392514,11.68492794,1,216.1473682
3,187.7978797,596,4,0.982816028,0.280080584,0.017230096,0.964488103,0.975509126,24.00081634,0.352784896,1,9.993754387,4.86061573,4,159.8427701
1,180.6055955,597,4,0.921632561,0.37747957,0.06749575,0.982493215,0.982082979,21.39384694,0.462070845,1,7.734433174,9.002177238,2,153.3324025
0,182.9906176,598,4,0.754812493,0.496633756,0.846784855,0.38551584,0.957581107,17.21841105,1.371451486,1,1.381380439,9.922325134,5,155.4912953
0,189.5812685,599,4,0.897139549,0.369839471,0.135299901,0.88091016,0.97820966,16.87520886,0.986223628,1,0.060458601,11.16275215,1,161.4570718
0,186.4751982,600,4,0.579712112,0.600539943,0.285641915,0.855151377,0.979895583,16.00184445,0.189829685,1,1.623565912,12.44940567,0,158.645495
0,164.0755398,601,4,0.999363787,0.199467545,0.022266671,0.933592801,0.995226742,19.05313925,0.220265544,1,1.694644809,12.63514042,0,138.3695983
0,168.5269929,602,4,0.984634427,0.130244003,0.538385982,0.473535415,0.995251964,12.30773318,1.388110341,1,2.868173838,9.218941689,5,142.3989992
1,139.2821052,603,4,0.984091932,0.291257561,0.053860392,0.97800578,0.991785951,24.40432452,1.454613248,1,8.187334061,7.348657608,2,115.9268848
1,121.1198456,604,4,0.99263965,0.135827252,0.051034083,0.997582408,0.997838338,13.41028097,1.203027189,1,4.788838387,9.64780426,2,99.48662961
1,123.7348018,605,4,0.976725352,0.219668194,0.216116156,0.874195743,0.986279639,14.95191857,0.778271515,1,5.80229187,10.21827602,2,101.853656
0,130.1433881,606,4,0.970727089,0.22092754,0.176684857,0.864390927,0.998697985,16.45408241,0.315408963,1,2.665788651,9.181593895,5,107.6546299
0,119.4140571,607,4,0.998003139,0.200667514,0.222826158,0.846583853,0.993511468,15.91056688,0.41401549,1,1.476332903,11.71620846,0,97.94257072
4,70,610,4,0.681859977,0.670794215,0.185962471,0.965767427,0.808134797,10.16102206,1.529161978,1,-0.372412205,5.863906384,6,53.21357097
0,87.41919069,611,4,0.917264268,0.351302893,0.096990752,0.980311572,0.995631952,19.2912753,0.702738531,1,0.906527877,9.503903389,1,68.98120921
2,65.98621812,613,4,0.906403303,0.387062931,0.101247775,0.977167246,0.988699396,16.78254352,0.362721171,1,10.48040962,5.816898346,2,49.58034473
3,43.50070239,614,4,0.99985152,0.225426144,0.078327893,0.857021154,0.966991534,21.70423886,1.124771453,1,4.601563454,7.137915611,8,29.22673106
2,25.37292343,615,4,0.898240383,0.453323958,0.077702593,0.962224314,0.987109708,27.39909653,0.135752681,1,9.750926018,6.396169662,2,12.81768739
1,31.3272007,616,4,0.902039032,0.442815116,0.019349531,0.956987749,0.927563335,23.8865741,0.228208301,1,8.15634346,8.575124741,2,18.2074263
0,31.98244878,617,4,0.930427729,0.288184066,0.205505637,0.962606214,0.985934241,14.05988275,0.320988004,1,-0.912219048,10.04481411,7,18.80054885
1,-41.43458927,619,4,0.38990967,0.710461383,0.358333439,0.910785587,0.909152021,12.24090598,0.413520235,1,4.798571587,10.76883316,2,-53.00158755
4,-85.11204743,620,4,0.714110952,0.626016744,0.109339511,0.889978854,0.938551739,29.04222144,1.189808145,1,-0.959893823,5.983393669,6,-110.3805398
2,-154.1960646,621,4,0.701252446,0.529826914,0.064490073,0.891511095,0.928720975,13.22390433,0.997762166,1,11.59701729,3.919983625,3,-201.1360161
4,-377.8817142,624,4,0.203858596,0.903277537,0.308216755,0.886487842,0.810753118,9.66475979,0.907108629,0,-2.103927612,5.479763985,6,-493.0843447
4,-610,631,4,0.684129047,0.755510703,0.040063365,0.730148524,0.609650111,9.518798559,1.410107175,0,-1.729773045,6.548370838,6,-815.135143
2,-818.6806222,635,4,0.238038123,0.917611385,0.418892036,0.853579609,0.778043499,10.14629825,0.9348748,0,11.58802223,1.278224468,3,
2,-980.9421319,637,4,0.456493181,0.860388983,0.244133829,0.922285407,0.793244559,7.607343264,0.568389614,0,10.38508129,2.008390665,3,
4,-1233.245405,639,4,0.417688426,0.874095871,0.792342864,0.783184622,0.80016171,8.812576663,0.320728071,0,-0.041256871,6.441086769,6,
3,-1306.557925,646,4,0.462921022,0.821160979,0.422151854,0.796460481,0.817421523,6.609111869,0.261948507,0,5.74454689,5.954440117,8,
1,-1446.082351,651,4,0.88166551,0.348496907,0.965160638,0.270478356,0.997686344,7.279997073,NaN,0,7.345358849,9.551638603,2,
4,-1479.138711,652,4,0.024434796,0.983914617,0.08081481,0.978651059,0.501138287,12.23745103,0.289201651,0,-2.715152264,7.013070107,6,
2,486.3853782,656,4,0.820392466,0.411427576,0.340958132,0.820444399,0.947211772,23.55954121,0.675926022,1,9.25021553,3.542611361,3,426.5700388
3,296.5199208,659,4,0.940017442,0.310482889,0.125065824,0.921267359,0.992897254,19.38613816,0.400532008,1,6.273244381,6.566384315,8,258.2566312
2,33.97342913,660,4,0.336353507,0.873642187,0.244633145,0.916934618,0.673461714,67.61126829,1.472953045,1,11.55969715,4.574288845,3,20.6027599
2,-821.4875514,664,4,0.15082449,0.938467718,0.500609196,0.852033847,0.367412245,5.863098908,1.005983703,0,11.63622189,1.37915349,3,
2,-875.3640082,665,4,0.411498896,0.846504546,0.452676883,0.898870949,0.857687507,10.41944824,0.999756444,0,11.54026127,1.659733415,3,
0,313.2469019,687,4,0.746518534,0.545620989,0.383225699,0.737438568,0.9688487,12.07433583,1.466951517,1,2.825522423,11.8651886,0,273.3976898
4,246.8036858,688,4,0.421857561,0.737833531,0.631827519,0.793098096,0.955621837,9.303754825,0.501759234,1,-3.880813837,7.434779167,6,213.2541036
3,122.7682755,689,4,0.9843926,0.302689272,0.077563675,0.904952124,0.962121397,18.63884239,1.140565198,1,6.76115942,6.314229488,8,100.9787682
3,117.9546174,691,4,0.985831921,0.251938101,0.283742932,0.852592439,0.986958646,18.77686672,0.671293748,1,5.482485294,7.474350929,8,96.62150374
0,136.6841164,709,4,0.990307199,0.180723054,0.085969545,0.957564114,0.998472266,13.77685426,1.184370314,1,2.180695057,12.41409588,0,113.575217
4,-610,712,4,0.412546285,0.877893308,0.539403463,0.922593016,0.557593374,6.875500595,0.461800098,0,-1.620790124,6.135840416,6,-815.135143
0,-1197.44911,713,4,0.139169716,0.828342379,0.752013621,0.74726967,0.526426963,13.61105601,0.469180435,0,-0.476615906,8.315584183,1,
0,492.5059747,0,5,0.881853545,0.533747786,0.619166371,0.807116105,0.931174294,12.00393864,0.427399637,1,-1.589543581,9.804348946,7,547.8661883
2,516.5845977,5,5,0.679013164,0.715518745,0.425196417,0.878319835,0.898934036,12.88368519,0.51846955,1,9.039307594,2.920611382,3,574.1538385
3,517.5522279,9,5,0.424975233,0.860766118,0.548402385,0.948004606,0.895302472,10.65596788,0.162438776,1,7.450023174,5.117314339,4,575.2102413
3,530,10,5,0.863016711,0.718819255,0.304162395,0.888192301,0.846973123,8.726603995,1.294852409,1,5.467723846,9.109893799,2,588.8
3,510.1412761,14,5,0.789412516,0.544273898,0.184222007,0.855807566,0.977151513,11.91644382,1.021947806,1,8.477313042,3.274963856,3,567.1193921
1,503.3250065,20,5,0.695989346,0.677390695,0.184359071,0.971177048,0.715448449,8.428509496,1.062070629,1,8.865354538,7.538043022,2,559.6777825
2,485.5638019,21,5,0.627970684,0.708052827,0.415296127,0.967436708,0.970656864,11.57594543,0.480977576,1,10.34513378,2.621594906,3,540.287125
3,426.6095253,23,5,0.823441542,0.593240638,0.907900518,0.430904719,0.8244686,7.440322061,0.469716845,1,4.463207245,6.250286102,8,475.9242502
0,392.2562701,28,5,0.961870016,0.281173385,0.942536678,0.571516775,0.993446694,11.38467569,0.588221971,1,-1.346358538,9.886487961,7,438.41935
1,470.4711576,30,5,0.572879799,0.732909486,0.671997019,0.901397336,0.915276025,10.89664855,0.31364592,1,9.140601158,7.681736469,2,523.8098476
4,435.9340995,33,5,0.478807981,0.817330332,0.747641752,0.838304871,0.435056059,6.836142841,0.595805702,1,0.34836489,6.706827641,6,486.1042819
0,433.119739,36,5,0.503728812,0.651406412,0.395696368,0.713839805,0.913749235,21.01639585,0.151735521,1,3.893237591,9.319507599,5,483.0317256
3,411.0275371,37,5,0.87164105,0.470856492,0.544414239,0.588553026,0.88702828,11.86422581,0.208718293,1,5.256915569,5.262354851,4,458.9127353
1,419.1486367,40,5,0.760597134,0.537349755,0.826348905,0.87277244,0.960076019,9.210925625,0.555850073,0,4.495194435,11.15731239,2,467.7788829
0,419.3009127,42,5,0.979140366,0.290215387,0.656395466,0.646201096,0.960043412,13.1016469,0.220399937,1,-1.640905023,9.675215721,7,467.9451291
0,426.7169604,46,5,0.825894251,0.455872486,0.498409435,0.697961382,0.95508615,10.67704988,0.787202224,1,-0.528577328,10.19376945,0,476.0415417
1,413.9462262,47,5,0.760721716,0.667996139,0.477540475,0.964001942,0.975802943,9.841619429,0.536749575,0,6.510656834,8.420343399,2,462.0991915
0,373.7183077,55,5,0.469362175,0.773845694,0.584820104,0.840908247,0.961945049,11.07130292,0.201786662,1,0.130439237,9.431305885,1,418.1806732
3,365.9760452,56,5,0.535037644,0.599497659,0.296069898,0.833701733,0.829499025,9.676148695,0.949358882,1,5.024853706,5.369348526,4,409.7281181
4,310.7020828,57,5,0.172152762,0.903318998,0.053749595,0.973574052,0.964908805,90,1.468300993,1,-2.314929247,5.311898232,6,349.3831979
0,331.5267654,63,5,0.676754124,0.600585786,0.211976892,0.857099209,0.960058414,19.40039709,1.076103098,1,2.81555748,9.332513809,5,372.1183838
0,325.9623041,65,5,0.755315603,0.575341592,0.249403137,0.955096686,0.945946449,12.9725803,0.17507638,1,-0.635817409,9.681152344,1,366.0434263
4,300.5534366,68,5,0.142177232,0.937586516,0.018393978,0.982134892,0.731010723,13.36892949,0.323064845,1,-2.167223692,6.945482254,6,338.303492
0,325.556318,69,5,0.967884831,0.362147737,0.61288416,0.479672633,0.957994419,42.36502704,1.31739067,1,-0.106439479,10.68089962,1,365.6001941
0,288.083231,72,5,0.862083356,0.518593658,0.390797943,0.907319455,0.935516929,12.08755975,0.81392085,1,-1.125186682,10.20658112,0,324.6892416
1,269.5443931,75,5,0.414952555,0.775901562,0.44219874,0.892520757,0.929869025,10.67668818,0.400346195,1,7.847576618,8.339889526,2,304.4496091
4,264.6104847,78,5,0.237048378,0.874013582,0.063400315,0.960124845,0.968850961,16.29591155,1.528427296,1,-2.901134253,6.288266182,6,299.0630527
1,228.8798663,79,5,0.472161964,0.735922166,0.075983461,0.959424486,0.964313095,13.27100197,0.535809961,1,4.371095181,11.01889801,2,275.7098467
0,196.0827593,80,5,0.342049107,0.779636823,0.162632206,0.900557932,0.939894851,15.82981938,0.902007021,1,1.729397893,9.657063484,5,235.481676
0,185.361055,82,5,0.498088568,0.693154531,0.246994286,0.884869017,0.974744062,12.97273005,0.544694686,1,-0.110055767,9.109341621,1,222.3306822
0,190,83,5,0.489770919,0.742435905,0.057881587,0.957469831,0.992410323,90,0.939170327,1,3.203541756,12.16767216,0,228.0207046
1,149.1638017,85,5,0.474448192,0.731695748,0.162192353,0.919895198,0.84244851,90,0.378326016,1,3.079854965,10.53043747,2,177.931971
0,157.8507578,86,5,0.157703746,0.854089804,0.31861894,0.904132866,0.760473422,12.90750245,0.596853411,1,2.262779951,8.658330917,5,188.5871898
0,110.0247473,92,5,0.414013895,0.763250672,0.128409825,0.94517539,0.84714254,13.5198776,0.345013719,1,1.982040167,9.48448658,5,129.9249149
0,88.51968656,98,5,0.523772867,0.675034102,0.139756657,0.913195394,0.964294584,10.30625094,1.389647329,1,1.496866703,10.0845356,5,103.5473063
3,98.85963032,99,5,0.648835312,0.672270396,0.818038277,0.67081884,0.970114303,6.979689222,0.983420678,1,6.451236248,4.776920795,4,116.2300414
1,71.23535548,102,5,0.20838822,0.931538436,0.549533774,0.946208709,0.551453763,5.572870192,0.245170706,1,6.922422886,9.827861786,2,82.34674672
0,89.55426555,103,5,0.43402139,0.751459334,0.098890507,0.907622603,0.948236071,17.12921498,0.919490532,1,3.335669518,8.924806595,5,104.8162969
1,83.40669121,105,5,0.69677269,0.713245906,0.895391039,0.712109393,0.830043994,13.66894429,0.187480148,1,6.956656456,9.738286018,2,97.27582478
0,72.29419657,106,5,0.268035425,0.854045988,0.160163289,0.948043257,0.531941282,5.256871544,1.551804399,1,1.690387726,9.857661247,5,83.64549665
0,89.06693294,107,5,0.011378213,0.909781641,0.572580312,0.956487183,0.626130274,5.820273016,0.27444438,1,-3.310012817,9.819748878,7,104.218546
3,61.18336508,109,5,0.310924054,0.759500092,0.720796904,0.803248371,0.871627064,6.767476056,0.325930873,1,7.265485764,4.492410183,4,70.01720849
0,63.17605139,120,5,0.218889404,0.77228676,0.369536272,0.876446541,0.566854962,8.615358515,0.208240409,1,2.467756033,10.11288357,5,72.46139129
3,63.27437431,121,5,0.192424815,0.939632178,0.166090682,0.9291619,0.554956287,90,1.144445606,1,7.115895748,5.256020069,4,72.58199191
1,24.04604174,125,5,0.101832281,0.917717399,0.180433612,0.936000135,0.711999364,8.704215861,0.732624508,1,6.967125893,8.975439072,2,24.46542919
4,30,126,5,0.50317476,0.763464334,0.608515169,0.75972077,0.924907606,6.690734568,0.336480184,1,-3.674697161,8.587267876,6,31.76841628
3,15.11940576,132,5,0.067583126,0.945317838,0.661854297,0.840857852,0.871293744,8.482349014,1.684318446,1,10.6530571,4.610804558,4,13.51622458
0,42.98741767,133,5,0.421861068,0.869082064,0.284438538,0.879310868,0.352012108,7.303182403,0.496714472,1,3.214606524,9.690891266,5,47.69848151
1,9.034918622,135,5,0.155471481,0.896877563,0.453062235,0.836221245,0.812232178,15.09639951,0.341027679,1,8.379716873,7.776872158,2,6.05313381
2,-14.57260081,138,5,0.852865268,0.457868318,0.20874346,0.844019915,0.90873174,18.65319466,1.681129638,1,10.19176006,4.256750584,4,-19.2277578
3,-13.25217622,139,5,0.168498042,0.982610498,0.194189871,0.970468959,0.381696468,5.973288144,0.609347104,1,7.681420326,7.00513792,8,-17.47822843
0,7.872147849,140,5,0.298818325,0.840750766,0.112304272,0.983159339,0.374166455,8.334399128,1.246231615,1,2.510026932,8.876331329,5,4.626906154
3,-3.479256618,143,5,0.128915966,0.930573312,0.07659891,0.95957813,0.866946539,28.48948824,0.254926092,1,7.950220585,3.873232841,3,-4.52935579
0,-42.55033557,145,5,0.396634257,0.817134116,0.501671343,0.964678301,0.849859062,8.464224965,0.395609014,1,-0.66717881,8.220916748,1,-56.29755259
3,-65.11416924,149,5,0.51641919,0.701569527,0.423912582,0.894322026,0.417521723,9.206494979,0.465143753,0,8.068031311,3.205222845,3,-86.19406461
0,-73.05535707,151,5,0.530702296,0.739825887,0.468456349,0.901720884,0.912928664,10.78122982,0.455272236,1,-2.036052227,9.478691101,7,-96.71593873
4,-135.397231,155,5,0.44077404,0.807741442,0.398473159,0.93106843,0.753948252,9.152847475,1.043563136,0,-2.473997593,8.022135735,6,-179.3173535
4,-140.1173317,159,5,0.228350542,0.896175458,0.588517095,0.79975673,0.571245691,8.229029838,1.09756223,0,-2.174938679,5.693930149,6,-185.5713682
2,-182.9028956,164,5,0.651859723,0.63822107,0.369929271,0.903094185,0.968194332,9.715704104,1.092691844,0,9.978152275,2.322282314,3,-242.2611641
2,-223.0545652,170,5,0.835520614,0.508304968,0.784607918,0.6765025,0.971424469,6.893992665,1.34634947,0,11.48393917,4.683592796,3,-295.4611164
3,-239.1573269,171,5,0.703207829,0.78118386,0.698865059,0.698590203,0.730566755,7.665075119,0.155323362,1,4.022126675,7.151688576,8,-316.7968705
0,-238.2923315,172,5,0.299011668,0.953529021,0.335479881,0.841363403,0.507843079,6.79661802,0.534594123,1,2.014456511,9.06744194,5,-315.6507734
0,-247.6002608,173,5,0.237858299,0.903096197,0.243249183,0.979329672,0.789770441,7.172158752,0.44233317,0,-0.135343626,11.76275158,1,-327.9835456
3,-266.5066598,174,5,0.659107412,0.524787004,0.334855908,0.764131717,0.975966188,12.68257975,0.043494801,1,7.505997658,4.33262825,4,-353.0340486
0,-288.1845773,176,5,0.170740879,0.913404741,0.264629368,0.938226327,0.603113496,21.80737368,0.189687292,0,0.989956677,8.1922369,1,-381.756744
2,-304.7205319,177,5,0.424707103,0.874604572,0.587819477,0.739678805,0.607303787,6.581338296,0.1,0,11.43339729,2.741471291,3,-403.6664679
2,-361.4091837,180,5,0.124869364,0.95472879,0.903660289,0.609486369,0.706225455,7.318737104,1.23661067,0,11.70552444,2.43240118,3,-478.7775056
4,-576.8236964,194,5,0.096986481,0.970040316,0.304754946,0.837101519,0.21205183,5.455798247,0.613014295,0,-2.453934193,4.760518074,6,-655.9112224
4,-718.5488437,206,5,1,0.307378627,0.757544981,0.326555258,0.57583571,6.275540541,1.937166322,1,-1.589899898,6.55634594,6,-782.7916828
4,-764.9269277,211,5,0.226288184,0.872419923,0.880444575,0.769537684,0.535849055,7.230122624,0.419940664,0,-1.384580612,5.812356949,6,-824.3119971
4,-850,218,5,0.48371449,0.859272717,0.799292256,0.830392361,0.800341381,6.732310429,0.600192525,0,-1.183376312,5.61026001,6,-900.4742787
4,-842.9605074,219,5,0.456278701,0.778151237,0.622901119,0.538191608,0.596001248,8.773972979,1.043563136,0,-0.581430554,6.335929871,6,-894.1721222
4,-930,225,5,0.39124447,0.763147183,0.494345383,0.902735971,0.918397357,8.096456675,0.06784123,0,0.198729873,6.165904045,6,-972.0948557
0,-1161.401149,238,5,0.990928413,0.022438065,0.986330618,0.034365207,0.998562061,7.250407047,0.1,0,0.532518864,10.19428349,1,
4,-1149.24398,239,5,0.744407016,0.560923451,0.64546841,0.90732278,0.862730439,7.111186007,0.716104342,0,-1.479424953,6.019518375,6,
2,-1146.371495,240,5,0.816887483,0.382583315,0.888829731,0.484390691,0.996595912,7.190401615,0.661323676,0,11.84057713,2.315319777,3,
4,-1148.140142,242,5,0.477235896,0.718438174,0.53990871,0.813744594,0.722006524,13.32829405,1.449237782,0,-1.330055237,5.883687973,6,
2,-1199.254934,245,5,0.567202525,0.816491154,0.606413229,0.975325558,0.862860565,7.0205403,0.301400987,0,10.52540398,2.844315767,3,
0,-1200.010094,246,5,0.654939718,0.758129442,0.411574119,0.877163727,0.800239683,6.351709202,0.433382322,0,-2.774634838,9.799536705,7,
2,-1238.391393,247,5,0.517659318,0.773038256,0.498705552,0.78809421,0.904756941,9.592614651,0.519299462,0,11.72006416,3.137175798,3,
2,-1299.702706,255,5,0.466731717,0.740063602,0.630961561,0.775434348,0.832219073,14.09139404,0.706218912,0,9.716840744,2.582566977,3,
1,-1348.858868,263,5,0.597238292,0.810544935,0.410958207,0.919933586,0.758080715,7.582304061,1.300236064,0,4.086729527,11.32794952,2,
0,-1368.691136,264,5,0.187907316,0.889610009,0.679016411,0.729855571,0.565150802,14.68607688,0.393664582,0,-1.727438569,10.25470448,7,
0,-1368.051802,269,5,0.453204181,0.803101361,0.454040925,0.864683022,0.732756043,25.59904956,0.553421644,0,-2.018596411,10.04102802,7,
0,-1427.167081,270,5,0.74746185,0.674953489,0.887958266,0.610122226,0.831867308,11.92640568,1.719722482,0,-0.841582835,8.472703934,1,
3,-1436.132643,282,5,0.333496321,0.90380226,0.990958162,0.762267394,0.360816003,5.320416054,0.1,0,4.982048512,6.882752895,8,
0,-1475.530491,283,5,0.521494174,0.836551492,0.48890148,0.790506132,0.732666435,6.341376801,0.541712819,0,3.03540659,9.513618469,5,
4,-1510,288,5,0.564126015,0.822567139,0.610402789,0.881115342,0.735295751,7.160978309,0.954661978,0,-3.634587288,7.801584721,6,
4,-1499.673588,289,5,0.013871188,0.967313854,0.26535924,0.913092313,0.544881886,6.687638228,0.752373844,0,-2.442935705,5.744679451,6,
3,-1525.637774,294,5,0.909438982,0.43480786,0.949159946,0.368842446,0.996233027,7.19737023,0.025942533,0,7.712983608,6.674141884,8,
3,-1550.005307,296,5,0.887795035,0.57491539,0.787757343,0.578619653,0.974332179,7.803037065,0.243791705,0,7.957666874,5.107812881,4,
3,-1579.450122,301,5,0.715465465,0.758700462,0.917067833,0.583786315,0.968621391,6.765977337,0.248526836,0,5.896348476,6.825309277,8,
1,-1571.351182,303,5,0.854606076,0.510778942,0.922784207,0.452153114,0.990629787,7.383954794,0.156621791,0,6.160936356,9.660459518,2,
4,-1595.658888,306,5,0.998942783,0.448327623,0.740598812,0.501257112,0.801288442,8.965106821,0.86607018,0,-3.821050882,7.874858856,6,
0,-1610,310,5,0.980502068,0.15512844,0.997486238,0.139144058,0.981743335,8.846097648,0.069284297,0,0.970157027,9.105873108,1,
3,-1626.785061,314,5,0.895606193,0.339076298,1,0.256299756,0.994789359,7.138139476,0.310575321,0,4.848846436,6.988109112,8,
0,-1623.084594,317,5,0.952714401,0.157179619,0.979117128,0.21363234,0.998616658,7.271757964,0.636826987,0,3.053471088,11.90454483,0,
4,-1645.547401,322,5,0.863751797,0.407057576,0.80126672,0.561816618,0.995847371,7.326882563,0.644717989,0,0.236521766,6.573143482,6,
0,-1669.64886,326,5,0.882843987,0.410560485,0.831280406,0.602908953,0.992651037,7.735807542,0.764114835,0,2.043303967,9.814487457,5,
3,-1670,327,5,0.815882532,0.54265563,0.826869129,0.592186812,0.986876656,7.169533687,0.637138109,0,5.121962547,6.847584248,8,
0,-1663.435975,329,5,0.66700911,0.676204033,0.814835548,0.621794332,0.532619056,6.061682872,0.137918984,0,2.116806984,12.27906036,0,
0,-1679.685364,331,5,0.798468636,0.701383448,0.412200848,0.826044078,0.855152767,9.763484143,0.721602049,0,2.082398415,9.256028175,5,
1,-1712.151464,334,5,0.462230643,0.83244164,0.558545948,0.712508183,0.864326376,7.645351342,0.162120313,0,3.903687239,11.31698799,2,
0,-1770,345,5,0.987214622,0.489436328,1,0.329291802,0.90405823,7.174500926,0.761272624,0,-2.698723316,10.08793163,7,
4,-1865.630725,356,5,0.073700414,0.960501969,0.142588769,0.963570692,0.412989619,6.792735763,0.321292543,0,-2.681262016,6.486323833,6,
4,-1836.01963,360,5,0.055856807,0.988258809,0.117398055,0.968681202,0.483334772,6.828273682,0.255240461,0,-1.329749584,7.098019123,6,
4,-1880.081495,367,5,0.101813513,0.973033523,0.072400335,0.961270387,0.367399453,6.222170276,0.22402079,0,-1.372701764,5.385381699,6,
0,-1957.366266,383,5,0.608793564,0.762679229,0.866329212,0.536081515,0.982504664,6.784428944,0.184550464,0,3.239888191,9.361667633,5,
4,-1947.316258,384,5,0.987333238,0.026064693,1,0.017671207,0.998670907,7.251572616,0.135695686,0,-3.518143654,9.200721741,6,
0,-1954.170471,385,5,0.447139997,0.848826242,0.391508995,0.865916434,0.894813223,21.3348579,0.716673396,0,3.231883526,9.194139481,5,
